stage_name , full_name                   , birthdate , group_name      , country    , second_country, birthplace
Semi       , Gu Semi                     , 2002-04-10, Cignature       , South Korea,               , 
Semmi      , Oh Heesun                   , 1995-10-22, Matilda         , South Korea,               , 
Sena       , Lim Yena                    , 2005-10-12, ADYA            , South Korea,               , Incheon
Seohyun    , Seo Joohyun                 , 1991-06-28, SNSD            , South Korea,               , Seoul
Seoi       , Lee Yejin                   , 2000-02-12, H1-KEY          , South Korea,               , 
Seokyoung  , Kim Seokyung                , 1999-04-16, GWSN            , South Korea,               , 
Seol       , Min Jihye                   , 1997-01-01, P.O.P           , South Korea,               , Gunsan
Seola      , Kim Hyunjung                , 1994-12-24, WJSN            , South Korea,               , Seoul
Seolhyun   , Kim Seolhyun                , 1995-01-03, AoA             , South Korea,               , Bucheon
Seonyu     , Kim Seonyu                  , 2008-03-20, CLASS:y         , South Korea,               , 
Seoryoung  , Lee Seoryung                , 2000-01-26, GWSN            , South Korea,               , 
Seowon     , Jang Seowon                 , 2006-12-05, Lapillus        , South Korea,               , Gwangju
Seowon     , Jung Seowon                 , 2004-04-26, ADYA            , South Korea,               , Gwacheon
Seowon     , Lim Seowon                  , 2011-01-27, UNIS            , South Korea,               , 
Seoyeon    , Lee Seoyeon                 , 2000-01-22, fromis_9        , South Korea,               , Seoul
Seoyeon    , Kim Minju                   , 1995-11-26, Favorite        , South Korea,               , Gwacheon
Seoyeon    , Yoon Seoyeon                , 2003-08-06, tripleS         , South Korea,               , 
Seoyeon    , Ahn Seoyeon                 , 2005-03-26, CSR             , South Korea,               , Bucheon
Seoyoon    , Kim Suyoung                 , 1995-01-26, BOTOPASS        , South Korea,               , 
Seoyoung   , Lee Seoyoung                , 1994-06-27, Hello Venus     , South Korea,               , 
Seoyul     , Seo Yuri                    , 1997-11-26, Berry Good      , South Korea,               , 
Serina     , Saito Serina                , 2006-05-03, Madein          , Japan      ,               , Osaka
Serri      , Park Miyeon                 , 1990-09-16, Dal Shabet      , South Korea,               , Seoul
Seulgi     , Kang Seulgi                 , 1994-02-10, Red Velvet      , South Korea,               , Seoul
Seulgi     , Jeong Seulgi                , 1990-05-12, S#aFLA          , South Korea,               , 
Seungah    , Oh Seungah                  , 1988-09-13, Rainbow         , South Korea,               , Seoul
Seungchae  , Cho Seungchae               , 2006-10-26, ADYA            , South Korea,               , 
Seungeun   , Shim Seungeun               , 2000-12-27, BVNDIT          , South Korea,               , 
Seunghee   , Oh Seunghee                 , 1995-10-10, CLC             , South Korea,               , Gwangju
Seunghee   , Hyun Seunghee               , 1996-01-25, Oh My Girl      , South Korea,               , Chuncheon
Seungmin   , Lee Seungmin                , 1996-02-03, Hashtag         , South Korea,               , 
Seungyeon  , Jang Seunyeon               , 1996-11-06, CLC             , South Korea,               , Seongnam
Seungyeon  , Han Seungyeon               , 1988-07-24, KARA            , South Korea,               , Seoul
Seyeon     , Park Seyeon                 , 2001-05-06, Purplebeck      , South Korea,               , 
Seyoung    , Ha Seyoung                  , 1999-02-03, ARTBEAT         , South Korea,               , Daegu
Shana      , Nonaka Shana                , 2003-03-13, Lapillus        , Japan      ,               , Kochi
Sheon      , Kim Suyeon                  , 2003-01-28, Billlie         , South Korea,               , 
Shiho      , Kwon Subin                  , 2001-08-22, BOTOPASS        , South Korea,               , 
Shinye     , Kam Yerim                   , 2004-03-07, MAJORS          , South Korea,               , 
Shinyoung  , Park Shinyoung              , 2000-03-19, G-reyish        , South Korea,               , 
Shion      , Park Shion                  , 2006-04-03, tripleS         , South Korea,               , Daejeon
Shuhua     , Yeh Shuhua                  , 2000-01-06, (G)I-DLE        , Taiwan     ,               , 
Sieun      , Lee Sieun                   , 1993-09-19, CHECKMATE       , South Korea,               , 
Sieun      , Park Sieun                  , 2001-08-01, STAYC           , South Korea,               , Seoul
Sieun      , Lee Sieun                   , 2001-05-29, ARTBEAT         , South Korea,               , Daegu
Sihyeon    , Kim Sihyeon                 , 1999-08-05, Everglow        , South Korea,               , 
Sihyeon    , Kang Sihyeon                , 1998-07-15, ARIAZ           , South Korea,               , 
Sihyeon    , Hwang Sihyeon               , 2005-03-12, CSR             , South Korea,               , Uijeongbu
Sihyun     , Park Sihyun                 , 1986-11-29, SPICA           , South Korea,               , 
Sika       , Ren Shika                   , 1995-08-22,                 , China      ,               , 
Simyeong   , Lee Simyeong                , 1999-05-27, BVNDIT          , South Korea,               , 
SinB       , Hwang Eunbi                 , 1998-06-03, VIVIZ           , South Korea,               , Cheongju
Sio        , Jeong Jiho                  , 2004-10-06, FIFTY FIFTY     , South Korea,               , Iksan
Sion       , Ryu Sion                    , 2001-03-07, Geenius         , South Korea,               , Daegu
Sitala     , Sitala Wongkrachang         , 1996-04-23,                 , Thailand   ,               , 
Siyeon     , Lee Siyeon                  , 1995-10-01, Dreamcatcher    , South Korea,               , Daegu
Siyoon     , Kim Siyoon                  , 2005-02-16, Billlie         , South Korea,               , 
Soeun      , Park Soeun                  , 2002-10-26, Weeekly         , South Korea,               , 
Soeun      , Bang Soeun                  , 2005-12-10, TRI.BE          , South Korea,               , 
Sohee      , Kim Sohee                   , 1995-01-20, Nature          , South Korea,               , Busan
Sohee      , Kim Sohee                   , 1999-12-31, ALICE           , South Korea,               , 
Sohee      , Kim Sohee                   , 2003-08-14, Rocket Punch    , South Korea,               , 
Sohee      , Uhm Sohee                   , 2004-01-01,                 , South Korea,               , 
Sohye      , Kim Sohye                   , 1999-07-19,                 , South Korea,               , Seoul
Sohyun     , Kwon Sohyun                 , 1994-08-30, 4minute         , South Korea,               , Seoul
Sohyun     , Park Sohyun                 , 2002-10-13, tripleS         , South Korea,               , Seoul
Sojin      , Park Sojin                  , 1986-05-21, Girl's Day      , South Korea,               , Daegu
Sojin      , Jo Sojin                    , 1991-10-11, 9Muses          , South Korea,               , Gwangju
Sojin      , Hong Sojin                  , 1999-09-24, Hashtag         , South Korea,               , 
Sojung     , Lee Sojung                  , 1993-09-03, Ladies' Code    , South Korea,               , Wonju
Solar      , Kim Yongsun                 , 1991-02-21, Mamamoo         , South Korea,               , Seoul
Solbin     , Ahn Solbin                  , 1997-08-19, LABOUM          , South Korea,               , Ojeonggu
Solji      , Heo Solji                   , 1989-01-10, EXID            , South Korea,               , Seongnam
Somi       , Jeon Somi                   , 2001-03-09,                 , South Korea, Canada        , Ontario
Somin      , Jang Somin                  , 1993-11-10, BADKIZ          , South Korea,               , Gwangmyeon
Somin      , Jeon Somin                  , 1996-08-22, KARD            , South Korea,               , Seoul
Somyi      , Ahn Somyi                   , 2000-01-26, DIA             , South Korea,               , Changwon
Songhee    , Yoon Songhee                , 1998-11-08, BVNDIT          , South Korea,               , 
SongSun    , Kim Songsun                 , 1997-03-22, TRI.BE          , South Korea,               , 
Songyee    , Park Songyee                , 2004-09-25,                 , South Korea,               , 
Soobin     , Park Soobin                 , 1996-09-14, WJSN            , South Korea,               , Seoul
Soodam     , Lee Soodam                  , 1999-11-09, SECRET NUMBER   , South Korea,               , 
Soojin     , Seo Soojin                  , 1998-03-09,                 , South Korea,               , 
Soojin     , Lee Soojin                  , 2001-12-12, Weeekly         , South Korea,               , 
Soojung    , Hwang Soojung               , 2001-05-10, Hi-L            , South Korea,               , Yongin
Soomin     , Kim Soomin                  , 2007-10-03, tripleS         , South Korea,               , Daegu
Sooyoung   , Choi Sooyoung               , 1990-02-10, SNSD            , South Korea,               , Gwangju
Sora       , Sakata Sora                 , 2003-08-30, woo!ah!         , Japan      ,               , 
Soram      , Jung Soram                  , 2005-09-24, Candy Shop      , South Korea,               , Namyangju
Sorn       , Chonnasorn Sajakul          , 1996-11-18, CLC             , Thailand   ,               , Bangkok
Soso       , Wang Chingyi                , 2001-03-14, GWSN            , Taiwan     ,               , 
Sowon      , Kim Sojung                  , 1995-12-07, Gfriend         , South Korea,               , Seoul
Sowon      , Nam Soeun                   , 2004-12-13, TRACER          , South Korea,               , 
Soyee      , Jang Sojin                  , 1996-11-21, Gugudan         , South Korea,               , 
Soyeon     , Jung Soyeon                 , 1994-05-04, LABOUM          , South Korea,               , Gwangju
Soyeon     , Park Soyeon                 , 1987-10-05,                 , South Korea,               , Andong
Soyeon     , Jeon Soyeon                 , 1998-08-26, (G)I-DLE        , South Korea,               , 
Soyou      , Kang Jihyun                 , 1992-02-12, SISTAR          , South Korea,               , 
Soyoung    , Yoo Soyoung                 , 1996-03-29,                 , South Korea,               , Seoul
Soyul      , Park Hyekyeong              , 1991-05-15, Crayon Pop      , South Korea,               , Seoul
Sriya      , Sriya Lenka                 , 2003-09-15, Blackswan       , India      ,               , Odisha
Sua        , Kim Bora                    , 1994-08-10, Dreamcatcher    , South Korea,               , Changwon
Sua        , Yang Sua                    , 1995-03-24, Hashtag         , South Korea,               , Gwangju
Sua        , Choi Sooah                  , 2003-02-24, Pixy            , South Korea,               , 
Sua        , Yoo Sua                     , 2005-07-23, CSR             , South Korea,               , Anyang
Subin      , Park Subin                  , 1994-02-12, Dal Shabet      , South Korea,               , Gwangju
Subin      , Oh Subin                    , 1998-09-30, Hashtag         , South Korea,               , 
Sugyeong   , Jo Sugyeong                 , 2000-01-12, Favorite        , South Korea,               , Haenam
Suhye      , Kim Suhye                   , 2004-12-13, Madein          , South Korea,               , Incheon
Suhyeon    , Kim Seunghyun               , 1988-04-19, S#aFLA          , South Korea,               , 
Suhyeon    , Kim Suhyun                  , 2000-01-15, Billlie         , South Korea,               , Daegu
Suhyun     , Yoo Suhyun                  , 2000-08-15, KELT9b          , South Korea,               , 
Sui        , Cho Sui                     , 2007-08-15, Candy Shop      , South Korea,               , Seoul
Sujeong    , Ryu Sujeong                 , 1997-11-19, Lovelyz         , South Korea,               , Daejeon
Suji       , Lee Suji                    , 1998-03-20, UNI.T           , South Korea,               , Busan
Sujin      , Bang Sujin                  , 1996-06-26, Wassup          , South Korea,               , 
Sulli†     , Choi Jinri                  , 1994-03-29,                 , South Korea,               , Busan
Sullyoon   , Seol Yoona                  , 2004-01-26, NMIXX           , South Korea,               , 
Sumin      , Ji Sumin                    , 1994-03-03, Sonamoo         , South Korea,               , Yongin
Sumin      , Park Sumin                  , 2001-09-09, Dreamnote       , South Korea,               , 
Sumin      , Bae Sumin                   , 2001-03-13, STAYC           , South Korea,               , Pohang
Sun J      , Jeon Heesun                 , 2001-02-13, Girlkind        , South Korea,               , 
Sungah     , Son Sungah                  , 1989-07-08, 9Muses          , South Korea, Fiji          , Suma
Sungyeon   , Bae Sungyeon                , 1999-05-25, Pristin         , USA        , South Korea   , California
Sunhwa     , Han Sunhwa                  , 1990-10-06,                 , South Korea,               , Busan
Sunhye     , Jeong Sunhye                , 2004-04-12, YOUNG POSSE     , South Korea,               , Gyeonggi
Sunmi      , Lee Sunmi                   , 1992-05-02, Wonder Girls    , South Korea,               , Iksan
Sunn       , Hwang Jiwon                 , 2000-02-07,                 , South Korea,               , Jincheon
Sunny      , Lee Sunkyu                  , 1989-05-15, SNSD            , South Korea,               , California
Sunshine   , Kim Minjung                 , 2002-06-20, NATURE          , South Korea,               , 
Suri       , Kang Suri                   , 1994-10-11, CHECKMATE       , South Korea,               , 
Surin      , Kim Surin                   , 1991-12-27, Two X           , South Korea,               , 
Suyeon     , Ji Suyeon                   , 1997-04-20, Weki Meki       , South Korea,               , 
Suyun      , Kim Suyun                   , 2001-03-17, Rocket Punch    , South Korea,               , 
Suzy       , Bae Suji                    , 1994-10-10, miss A          , South Korea,               , Gwangju
Suzy       , Kim Suji                    , 2001-06-03, MAJORS          , South Korea,               , 
Swan       , Kim Suan                    , 2000-12-28, CRAXY           , South Korea,               , 
Swan       , Park Soojin                 , 2003-07-11, Purple Kiss     , South Korea,               , 
Taeha      , Yoo Taeha                   , 1995-10-05,                 , South Korea,               , 
Taeha      , Kim Taeha                   , 1998-06-03,                 , South Korea,               , Jeonju
Taera      , Lee Yujin                   , 1994-04-12, Gate9           , South Korea,               , Incheon
Taeryeong  , Lim Jeongmin                , 2000-12-27, LUNARSOLAR      , South Korea,               , 
Taeyeon    , Kim Taeyeon                 , 1989-03-09, SNSD            , South Korea,               , Jeonju
Terry      , Han Dasom                   , 1998-02-02,                 , South Korea,               , 
Tiffany    , Hwang Miyoung               , 1989-08-01, SNSD            , South Korea, USA           , San Francisco
Tina       , Christine Joy Park          , 1994-09-01, Blady           , USA        , South Korea   , Los Angeles
Tsuki      , Fukutomi Tsuki              , 2002-09-21, Billlie         , Japan      ,               , 
Tzuyu      , Chou Tzuyu                  , 1999-06-14, Twice           , Taiwan     ,               , Tainan
U-Si       , Yoo Jiyeon                  , 1997-11-13, BADKIZ          , South Korea,               , Iksan
Uchae      , Yu Hyejun                   , 2002-05-07, NATURE          , South Korea,               , 
Uee        , Kim Yujin                   , 1988-04-09,                 , South Korea,               , Daegu
Uji        , Jang Yuji                   , 1991-01-02,                 , South Korea,               , 
Umji       , Kim Yewon                   , 1998-08-19, VIVIZ           , South Korea,               , Incheon
Via        , Kim Via                     , 2000-08-17, FANATICS        , South Korea,               , Busan
Victoria   , Song Qian                   , 1987-02-02, f(x)            , China      ,               , Qingdao
Viki       , Kang Eunhye                 , 1988-03-28,                 , South Korea,               , Seoul
Vin        , Choi Seobin                 , 2004-11-27, BADVILLAIN      , South Korea,               , 
Vita       , Kim Jimin                   , 2000-02-03, MAJORS          , South Korea,               , 
Vivi       , Wong Viian                  , 1996-12-09, Loossemble      , Hong Kong  ,               , Hong Kong
Vivian     , Park Sunghee                , 1998-12-08, Gate9           , South Korea,               , 
Way        , Heo Minsun                  , 1990-07-12, Crayon Pop      , South Korea,               , Seoul
Wendy      , Son Seunghwan               , 1994-02-21, Red Velvet      , South Korea,               , Seoul
Wheein     , Jung Wheein                 , 1995-04-17, Mamamoo         , South Korea,               , Jeonju
Windy      , Park Jinju                  , 2000-02-23, Girls' World    , South Korea,               , Daejeon
Winter     , Kim Minjung                 , 2001-01-01, aespa           , South Korea,               , Yangsan
Wonchae    , Hwang Chaewon               , 2002-12-22, Queenz Eye      , South Korea,               , Incheon
Wonhee     , Lee Wonhee                  , 2007-06-26, ILLIT           , South Korea,               , Gyeonggi
Woni       , Jeong Woni                  , 2004-05-25, RESCENE         , South Korea,               , Gyeoje
Wony       , Ahn Seungwon                , 2004-10-04, We;Na           , South Korea,               , 
Wonyoung   , Jang Wonyoung               , 2004-08-31, IVE             , South Korea,               , Seoul
Woo-ah     , Kim Chaewon                 , 1997-06-20, CRAXY           , South Korea,               , 
Woohee     , Bae Woohee                  , 1991-11-21, Dal Shabet      , South Korea,               , Busan
Woojoo     , Kim Woojoo                  , 1996-08-12, Wassup          , South Korea,               , 
Woolim     , Hwang Woolim                , 1996-08-29, Playback        , South Korea,               , 
Woori      , Go Woori                    , 1988-02-22, Rainbow         , South Korea,               , Jeonju
Wooyeon    , Park Jinkyung               , 2003-02-11, woo!ah!         , South Korea,               , 
Xeheun     , Lee Seheun                  , 1999-07-11, Girlkind        , South Korea,               , 
XiaoTing   , Shen Xiao Ting              , 1999-11-12, Kep1er          , China      ,               , 
Xinyu      , Zhou Xinyu                  , 2001-05-25, tripleS         , China      ,               , Beijing
Xiyeon     , Park Junghyun               , 2000-11-14, Pristin         , South Korea,               , 
Xuanyi     , Wu Xuanyi                   , 1995-01-26,                 , China      ,               , Hainan
Yeah       , Kim Haeun                   , 1999-10-09,                 , South Korea,               , Gongju
Yebin      , Baek Yebin                  , 1997-07-13, DIA             , South Korea,               , Chuncheon
Yebin      , Kim Yebin                   , 2004-11-01, HOT ISSUE       , South Korea,               , 
Yechan     , Kim Yechan                  , 1995-11-26, Pink Fantasy    , South Korea,               , 
YeeEun     , Jang Yeeun                  , 1998-08-10, CLC             , South Korea,               , Dongducheon
Yeeun      , Hwang Yeeun                 , 1997-01-12, Blady           , South Korea,               , Gimhae
Yeham      , Gu Yeham                    , 2005-10-07, CSR             , South Korea,               , Pyeongtaek
Yehana     , Kim Yewon                   , 1999-02-22, Pristin         , South Korea,               , Ilsan
Yein       , Jeong Yein                  , 1998-06-04, Lovelyz         , South Korea,               , Incheon
Yein       , Ahn Yein                    , 1995-05-04, MELODYDAY       , South Korea,               , 
Yeji       , Hwang Yeji                  , 2000-05-26, ITZY            , South Korea,               , Seoul
Yeju       , Kim Yeju                    , 2004-02-01, ICHILLIN'       , South Korea,               , 
Yel        , Han Shinyoung               , 2004-12-25, H1-KEY          , South Korea,               , 
Yellow     , Kim Eunbi                   , 1993-05-05, Pungdeng-E      , South Korea,               , Seoul
Yena       , Yang Yena                   , 2000-05-22, APRIL           , South Korea,               , Daegu
Yena       , Jeong Yena                  , 2000-04-10, G-reyish        , South Korea,               , 
Yena       , Choi Yena                   , 1999-09-29, IZ*ONE          , South Korea,               , Seoul
Yenny      , Park Yeeun                  , 1989-05-26, Wonder Girls    , South Korea,               , Goyang
Yeoeun     , Jung Jieun                  , 1990-01-25, MELODYDAY       , South Korea,               , 
Yeojin     , Im Yeojin                   , 2002-11-11, Loossemble      , South Korea,               , Guro
Yeonha     , Ahn Yeonji                  , 2000-05-19, P.O.P           , South Korea,               , Yeondong
Yeonhee    , Kim Yeonhee                 , 2000-12-06, Rocket Punch    , South Korea,               , 
Yeonjae    , Choi Yeonjae                , 2000-12-06, mimiirose       , South Korea,               , 
Yeonje     , Yang Yeonje                 , 1999-10-15, ALICE           , South Korea,               , 
Yeonji     , Kwak Yeonji                 , 2008-01-08, tripleS         , South Korea,               , Gwangju
Yeonjoo    , Song Yeonjoo                , 1997-06-26, P.O.P           , South Korea,               , Ansan
Yeonjung   , Yu Yeonjung                 , 1999-08-03, WJSN            , South Korea,               , Gwangmyeong
Yeonjung   , Wi Yeonjung                 , 2004-09-01, YOUNG POSSE     , South Korea,               , Seoul
Yeonseo    , Ryu Yeonseo                 , 2004-09-26, We;Na           , South Korea,               , 
Yeonsu     , Ryu Yeonsu                  , 2003-02-19, ADYA            , South Korea,               , Daegu
Yeonwoo    , Lee Dabin                   , 1996-08-01,                 , South Korea,               , Seoul
Yeoreum    , Lee Jinsook                 , 1999-01-10, WJSN            , South Korea,               , Seoul
Yeoreum    , Ahn Chaeyeon                , 1996-06-04, Hello Venus     , South Korea,               , 
Yeori      , Kim Soyeon                  , 1994-05-30, Gate9           , South Korea,               , Seoul
Yeori      , Choi Yeori                  , 1999-09-08, ARIAZ           , South Korea,               , 
Yeowool    , Ha Yeowool                  , 1998-04-11, Purplebeck      , South Korea,               , 
Yeri       , Kim Yerim                   , 1999-03-05, Red Velvet      , South Korea,               , Seoul
Yerim      , Jeong Yerim                 , 1997-03-10, Purplebeck      , South Korea,               , 
Yerin      , Baek Yerin                  , 1997-06-26, 15&             , South Korea,               , Daejeon
Yerin      , Jung Yerin                  , 1996-08-19, Gfriend         , South Korea,               , Incheon
Yeryung    ,                             , 2002-06-22, Lusty           , South Korea,               , Busan
Yeseo      , Kang Yeseo                  , 2005-08-22, Madein          , South Korea,               , 
Yeseul     , Kim Yeseul                  , 2004-03-24, Hi-L            , South Korea,               , 
Yeso       , Lee Yeso                    , 2001-11-13, G-reyish        , South Korea,               , 
Yeum       , Jung Myeongwoo              , 2001-11-19,                 , South Korea,               , 
Yewon      , Park Yewon                  , 2004-01-11, HOT ISSUE       , South Korea,               , 
Yewon      , Han Yewon                   , 2003-02-07, mimiirose       , South Korea,               , Seoul
Yeyoung    , Choi Yeyoung                , 2000-05-31, Geenius         , South Korea,               , 
Yezi       , Lee Yeji                    , 1994-08-26, Fiestar         , South Korea,               , Gangneung
Yiren      , Wang Yiren                  , 2000-12-29, Everglow        , China      ,               , 
Yiyeon     , Jung Dasol                  , 1995-05-28, BVNDIT          , South Korea,               , 
Yooa       , Yoo Siah                    , 1995-09-17, Oh My Girl      , South Korea,               , Seoul
Yoohyeon   , Kim Yoohyeon                , 1997-01-07, Dreamcatcher    , South Korea,               , Incheon
Yoojin     , Jang Yoojin                 , 1992-09-14,                 , South Korea,               , 
Yoojin     , Ahn Yoojin                  , 2000-02-29, ARTBEAT         , South Korea,               , 
Yoojung    , Choi Yoojung                , 1999-11-12, Weki Meki       , South Korea,               , Guri
Yookyung   , Seo Yookyung                , 1993-03-15,                 , South Korea,               , 
Yoomin     , Na Yoomin                   , 1993-08-29, MELODYDAY       , South Korea,               , 
Yoon       , Heo Yoon                    , 1994-09-23, 4TEN            , South Korea,               , 
Yoon       , Ji Hayoon                   , 1997-07-08, Gate9           , South Korea,               , Busan
Yoon       , Shim Jayoon                 , 2004-04-14, STAYC           , South Korea,               , Gwangju
Yoona      , Im Yoona                    , 1990-05-30, SNSD            , South Korea,               , Seoul
Yoona      , Ogura Yuuna                 , 2000-10-13, bugAboo         , Japan      ,               , Sapporo
Yoona      , Oh Yoona                    , 2009-10-07, UNIS            , South Korea,               , 
Yoonhye    , Jung Yoonhye                , 1990-04-14, Rainbow         , South Korea,               , Daejeon
Yoonhye    , Jung Yoonhye                , 2001-10-04, FANATICS        , South Korea,               , 
Yoonji     ,                             , 1998-07-21, Lusty           , South Korea,               , 
Yoonjo     , Shin Yoonjo                 , 1992-12-14, UNI.T           , South Korea,               , Seoul
Yooyeon    , Kim Yooyeon                 , 2001-02-09, tripleS         , South Korea,               , Seoul
Yooyoung   , Lee Yooyoung                , 1995-01-23, Hello Venus     , South Korea,               , Suwon
Youi       , Kim Jihyeo                  , 2000-04-24, Dreamnote       , South Korea,               , 
Youngeun   , Seo Youngeun                , 2004-12-27, Kep1er          , South Korea,               , 
Youngheun  , Go Youngheun                , 1994-11-20,                 , South Korea,               , 
Youngjae   , Jo Youngjae                 , 2003-10-19, KELT9b          , South Korea,               , 
Youngji    , Hur Youngji                 , 1994-08-30, KARA            , South Korea,               , Goyang
Yua        , Mikami Yua                  , 1993-08-16, Honey Popcorn   , Japan      ,               , 
Yubeen     , Jin Yubeen                  , 2006-09-05, TRACER          , South Korea,               , 
Yubin      , Kim Yubin                   , 1988-10-04, Wonder Girls    , South Korea,               , Gwangju
Yubin      , Bae Yubin                   , 1997-09-09, Oh My Girl      , South Korea,               , Chuncheon
Yubin      , Cho Yubin                   , 1999-10-09,                 , South Korea,               , 
Yubin      , Kim Yubin                   , 2002-02-27, Bling Bling     , South Korea,               , 
Yubin      , Gong Yubin                  , 2005-02-03, tripleS         , South Korea,               , Yongin
Yubin      , Oh Yubin                    , 1998-11-26, ARTBEAT         , South Korea,               , 
Yue        , Nancy Yang                  , 2004-07-03, Lapillus        , USA        , China         , 
Yuem       , Park Subin                  , 1996-12-25, H.U.B           , South Korea,               , 
Yuha       , Kang Kyungwon               , 1997-11-05, Hinapia         , South Korea,               , 
Yuina      , Futatsugami Yuina           , 2007-02-27, Candy Shop      , South Korea,               , 
Yujeong    , Kim Yujeong                 , 1992-02-14,                 , South Korea,               , Seoul
Yujeong    , Nam Yujeong                 , 1991-05-02, Brave Girls     , South Korea,               , Seoul
Yujeong    , Lee Yujeong                 , 2004-06-14, LIGHTSUM        , South Korea,               , 
Yuji       , Son Yuji                    , 1998-11-25, 3YE             , South Korea,               , 
Yujin      , Choi Yujin                  , 1996-08-12, Kep1er          , South Korea,               , Jeonju
Yujin      , Seo Yoojin                  , 1994-06-18, Playback        , South Korea,               , 
Yujin      , Jeong Yujin                 , 1989-10-23, S#aFLA          , South Korea,               , 
Yujin      , Ahn Yujin                   , 2003-09-01, IVE             , South Korea,               , Cheongju
Yuju       , Choi Yuna                   , 1997-10-04, Gfriend         , South Korea,               , Goyang
Yuju       , Choi Yuju                   , 1997-03-05, Cherry Bullet   , South Korea,               , 
Yuki       , Lim Jiyeon                  , 2002-01-30, Saturday        , South Korea,               , 
Yuki       , Mori Koyuki                 , 2002-11-06, Purple Kiss     , Japan      ,               , 
Yukyung    , Lee Yukyung                 , 1999-11-05, ALICE           , South Korea,               , 
Yulhee     , Kim Yulhee                  , 1997-11-27,                 , South Korea,               , Bucheon
Yuna       , Seo Yuna                    , 1992-12-30, AoA             , South Korea,               , Busan
Yuna       , Lee Yuna                    , 1993-04-06, Brave Girls     , South Korea,               , Seoul
Yuna       , Shin Yuna                   , 2003-12-09, ITZY            , South Korea,               , Suwon
Yuna       , Iimura Yuna                 , 2005-04-23, CSR             , Japan      ,               , Ibaraki
Yuna       , Na Yuna                     ,           , Hearts2Hearts   , South Korea,               , 
Yunah      , Noh Yunah                   , 2004-01-15, ILLIT           , South Korea,               , Chungju
Yunha      , Bang Yunha                  , 2009-02-28, UNIS            , South Korea,               , 
Yunji      , Lee Yunji                   , 1992-04-04, Playback        , South Korea,               , 
Yunji      , Kim Yunji                   , 1996-08-26, ARIAZ           , South Korea,               , 
Yunjin     , Huh Yunjin                  , 2001-10-08, LE SSERAFIM     , South Korea,               , 
Yunju      , Seo Yunju                   , 2005-12-26, mimiirose       , South Korea,               , Pohang
Yunkyung   , Seo Yunkyung                , 2001-11-01, Rocket Punch    , South Korea,               , 
Yunseo     , Kim Yunseo                  , 2004-07-03, BADVILLAIN      , South Korea,               , Seoul
Yunseul    , Hwang Nayoon                , 1999-03-30, IRRIS           , South Korea,               , Seoul
Yuqi       , Song Yuqi                   , 1999-09-23, (G)I-DLE        , China      ,               , Beijing
Yura       , Kim Ahyoung                 , 1992-11-06, Girl's Day      , South Korea,               , Ulsan
Yuri       , Kwon Yuri                   , 1989-12-05, SNSD            , South Korea,               , Goyang
Yuri       , Jo Yuri                     , 2001-10-22, IZ*ONE          , South Korea,               , Busan
Yurim      , Park Yurim                  , 1998-04-13, 3YE             , South Korea,               , 
Yuuri      , Tokunaga Yuuri              , 2001-05-16, LUNARSOLAR      , Japan      ,               , 
Yves       , Ha Sooyoung                 , 1997-05-24,                 , South Korea,               , 
Zena       , Kim Gayoung                 , 2008-11-27, RESCENE         , South Korea,               , Gyeongju
Zin        , Jin Hyunbin                 , 2001-08-31, bugAboo         , South Korea,               , 
ZN         , Bae Jinye                   , 1994-06-09, LABOUM          , South Korea,               , Bucheon
Zoa        , Cho Hyewon                  , 2005-05-31, Weeekly         , South Korea,               , 
Zoe        , Choi Hayoung                , 2002-04-12, Geenius         , Italia     , South Korea   , Milan
Zuny       , Kim Joomi                   , 1994-12-08, Ladies' Code    , South Korea,               , Gwangju
Zuu        , Ji Yeongju                  , 2000-03-24, SECRET NUMBER   , South Korea,               , 
