stage_name  , full_name                  , birthdate  , group_name     , country    , second_country      , birthplace
Minwoo      , Ha Minwoo                  , 1990-09-06 , ZE:A           , South Korea,                     , Yangsan
Minwoo      , Lee Minwoo                 , 1979-07-28 , Shinhwa        , South Korea,                     , Namwon
Minwoo†     , Seo Minwoo                 , 1985-02-08 , 100%           , South Korea,                     , Daegu
Minyong     , Kang Minyong               , 2003-09-06 , HAWW           , South Korea,                     , Suwon
Mir         , Bang Cheolyong             , 1991-03-10 , MBLAQ          , South Korea,                     , Bukhamyeon
Mir         , Lee Yoonsang               , 2000-03-06 , Astin          , South Korea,                     , 
MJ          , Kim Myungjun               , 1994-03-05 , ASTRO          , South Korea,                     , Nowon
MK          , Park Minkyun               , 1995-11-16 , ONF            , South Korea,                     , Ilsan
MoonBin†    , Moon Bin                   , 1998-01-26 ,                , South Korea,                     , Cheongju
Moonvok     , Jang Moonvok               , 1995-04-11 , Limitless      , South Korea,                     , 
Mu          , Suh Kyungmin               , 2003-09-14 , EPEX           , South Korea,                     , 
Mujin       , Ko Sungho                  , 2000-11-20 , Kingdom        , South Korea,                     , 
Munik       , Jang Moonik                , 2001-03-20 , Dongkiz        , South Korea,                     , 
Muzin       , Kim Hyunwoo                , 2001-03-29 , BAE173         , South Korea,                     , 
Myungho     , Ji Myungho                 , 2001-10-12 , 8TURN          , South Korea,                     , 
N           , Cha Hakyeon                , 1990-06-30 , VIXX           , South Korea,                     , Changwon
Nakta       , Shin Yooncheol             , 1993-04-24 ,                , South Korea,                     , Daegu
Narachan    , Jung Hyunwoo               , 1996-09-23 , MONT           , South Korea,                     , 
Nason       , Kim Duyeop                 , 1995-06-12 , CHECKMATE      , South Korea,                     , 
New         , Choi Chanhee               , 1998-04-26 , The Boyz       , South Korea,                     , Jeonju
Ni-Ki       , Nishimura Riki             , 2005-12-09 , ENHYPEN        , Japan      ,                     , 
Nichkhun    , Nichkhun Horvejkul         , 1988-06-24 , 2:00 PM        , Thailand   , USA                 , California
Niel        , Ahn Daniel                 , 1994-08-16 , Teen Top       , South Korea,                     , Anyang
Nine        , Jung Wookjin               , 1999-12-13 , OnlyOneOf      , South Korea,                     , 
Noah        , Hwang Seundae              , 1998-03-18 , CHECKMATE      , South Korea,                     , 
Noah        , Song Yubin                 , 2000-08-02 , T1419          , South Korea,                     , 
Nohyul      , Lee Nohyul                 , 2004-06-18 , CMDM           , South Korea,                     , 
O.de        , Oh Seungmin                , 2002-06-11 , Xdinary Heroes , South Korea,                     , Suwon
O.V         , Kim Sanchan                , 1999-01-03 , D-CRUNCH       , South Korea,                     , 
On          , Choi Juhwan                , 2002-10-16 , T1419          , South Korea,                     , 
On          , Kim Dongwoo                , -0001-11-30, ABLUE          , South Korea,                     , 
Onejunn     , Jo Wonjun                  , 1988-11-22 , Boys Republic  , South Korea,                     , Changwon
Onew        , Lee Jinki                  , 1989-12-14 , SHINee         , South Korea,                     , Gwangmyeong
P-Goon      , Park Sehyuk                , 1991-10-18 ,                , South Korea,                     , Seoul
P.O         , Pyo Jihoon                 , 1993-02-02 , Block B        , South Korea,                     , Seoul
Park Kyung  , Park Kyung                 , 1992-07-08 , Block B        , South Korea,                     , Seoul
Peniel      , Shin Donggeun              , 1993-03-10 , BtoB           , South Korea, USA                 , Chicago
Prince      , Pasidh Vataniyapromote     , 2003-01-10 , Ghost9         , Thailand   ,                     , 
PSY         , Park Jaesang               , 1977-12-31 ,                , South Korea,                     , Seoul
Q           , Ji Changmin                , 1998-11-05 , The Boyz       , South Korea,                     , 
ra.L        , Yi Taehyun                 , 2003-09-29 , TRENDZ         , South Korea,                     , 
Rain        , Jung Jihoon                , 1982-06-25 ,                , South Korea,                     , Seosan
Rakwon      , Seok Rakwon                , 2003-11-14 , ATBO           , South Korea,                     , Seoul
Rano        , Byun Yongseop              , 1998-12-10 , E'LAST         , South Korea,                     , 
Raots       , Ren Yuchen                 , 2000-03-01 , JWiiver        , China      ,                     , 
Ravi        , Kim Wonsik                 , 1993-02-15 , VIXX           , South Korea,                     , Seoul
Ravn        , Kim Yoongjo                , 1995-09-02 , Oneus          , South Korea,                     , 
Ren         , Choi Minki                 , 1995-11-03 , NU'EST         , South Korea,                     , Busan
Renjun      , Hwang Renjun               , 2000-03-23 , NCT            , China      ,                     , Jilin
Rex         , Kim Minjun                 , 2007-07-27 , DXMON          , South Korea,                     , 
Ricky       , Yoo Changhyun              , 1995-02-27 , Teen Top       , South Korea,                     , Seoul
Ricky       , Shen Quanrui               , 2004-05-20 , ZEROBASEONE    , China      ,                     , Shanghai
Rie         , Lee Seungho                , 1996-11-06 , OnlyOneOf      , South Korea,                     , 
Rihan       , Choi Yeonsik               , 1998-05-22 , JWiiver        , South Korea,                     , 
Riho        , Jin Seungwook              , 1998-03-01 , VARSITY        , South Korea,                     , Incheon
Rio         , Son Gwanghyuk              , 1999-07-16 , 14U            , South Korea,                     , 
Riwoo       , Lee Sanghyeok              , 2003-10-22 , BOYNEXTDOOR    , South Korea,                     , 
RM          , Kim Namjoon                , 1994-09-12 , BTS            , South Korea,                     , Ilsan
Rocky       , Park Minhyuk               , 1999-02-25 ,                , South Korea,                     , Jinju
Roda        , Shin Joongmin              , 1998-09-19 , MONT           , South Korea,                     , 
Roel        , Kim Sunho                  , 1997-02-13 , ARGON          , South Korea,                     , 
Rokhyun     , Kim Rokhyun                , 1991-02-10 , FAVE1          , South Korea,                     , Suncheon
Romin       , Choi Youngmin              , 2001-04-24 , E'LAST         , South Korea,                     , 
Ron         , Cheon Byeonghwa            , 1991-01-22 , WE:A           , South Korea,                     , 
Roni        , Jeong Rowoon               , 1994-07-31 ,                , South Korea,                     , 
Roshin      , Bae Sijun                  , 2001-04-13 , JWiiver        , South Korea,                     , Daegu
Rowoon      , Kim Seokwoo                , 1996-08-07 ,                , South Korea,                     , 
Rubin       , Lee Haejoon                , 1995-08-16 , 1TEAM          , South Korea,                     , 
Rui         , Jang Rui                   , 2000-03-07 , 7 O'clock      , South Korea,                     , Seoul
Ryeowook    , Kim Ryeowook               , 1987-06-21 , Super Junior   , South Korea,                     , Incheon
Ryujei      , Chae Hocheol               , 1997-11-08 , JWiiver        , South Korea,                     , Incheon
S.Coups     , Choi Seungcheol            , 1995-08-08 , Seventeen      , South Korea,                     , Daegu
Sakang      , Jeon Sakang                , 2002-10-26 , TheEastLight   , South Korea,                     , 
Samuel      , Kim Samuel                 , 2002-01-17 ,                , South Korea, USA                 , Los Angeles
San         , Choi San                   , 1999-07-10 , ATEEZ          , South Korea,                     , 
Sandeul     , Lee Junghwan               , 1992-03-20 , B1A4           , South Korea,                     , Busan
Sangdo      , Yoo Sangdo                 , 1993-03-02 , Topp Dogg      , South Korea,                     , Incheon
Sangho      , Jo Sangho                  , 1995-02-10 , SNUPER         , South Korea,                     , Changwon
Sanghoon    , Lee Sanghoon               , 1993-12-23 ,                , South Korea,                     , Cheongju
Sangil      , Shim Sangil                , 1993-05-01 , SNUPER         , South Korea,                     , Seoul
Sangmin     , Kim Sangmin                , 1992-07-07 , CROSS GENE     , South Korea,                     , Jinju
Sangwoo     , Kim Sangwoo                , 2002-09-03 , JUST B         , South Korea,                     , 
Sangyeon    , Lee Sangyeon               , 1996-11-04 , The Boyz       , South Korea,                     , 
Sanha       , Yoon Sanha                 , 2000-03-21 , ASTRO          , South Korea,                     , Seoul
Sebin       , Jang Sebin                 , 1996-04-24 , SNUPER         , South Korea,                     , Pocheon
Seeun       , Park Seeun                 , 2005-08-17 , xikers         , South Korea,                     , Daegu
Sehun       , Oh Sehun                   , 1994-04-12 , EXO            , South Korea,                     , Seoul
Seita       ,                            , 2003-02-21 , DXMON          , Japan      ,                     , 
Sejin       , Lee Sejin                  , 1999-07-22 , 14U            , South Korea,                     , 
Sejun       , Lim Sejun                  , 1996-05-04 , VICTON         , South Korea,                     , 
Seobin      , Woo Seobin                 , 2005-09-02 , HAWW           , South Korea,                     , Seoul
Seogoong    , Park Hyunho                , 1992-05-01 ,                , South Korea,                     , Seongnam
Seoham      , Park Seoham                , 1993-10-28 , KNK            , South Korea,                     , 
Seoho       , Lee Seoho                  , 1996-06-07 , Oneus          , South Korea,                     , 
Seokcheol   , Lee Seokchul               , 2000-01-11 , TheEastLight   , South Korea,                     , 
Seokhwa     , Kang Seokhwa               , 2000-12-01 , WEi            , South Korea,                     , 
Seonghwa    , Park Seonghwa              , 1998-04-03 , ATEEZ          , South Korea,                     , Jinju
Seonglee    , Kim Seonglee               , 1994-04-06 ,                , South Korea,                     , 
Seongmin    , Ahn Seongmin               , 2003-08-01 , CRAVITY        , South Korea,                     , 
Seongmin    , Oh Sungmin                 , 2001-08-25 , ONE PACT       , South Korea,                     , 
Seongsoo    , Park Seongsoo              , 1999-04-07 , ABLUE          , South Korea,                     , 
Seongwu     , Ong Seunwu                 , 1995-08-25 , Wanna One      , South Korea,                     , Incheon
Seowon      , Seo Won                    , 2000-12-18 , NINE.i         , South Korea,                     , 
Serim       , Park Serim                 , 1999-03-03 , CRAVITY        , South Korea,                     , 
Seungchan   , Kang Seungchan             , 2003-01-01 , Newkidd        , South Korea,                     , 
Seungeon    , Yoo Seungeon               , 2004-01-02 , EVNNE          , South Korea,                     , 
Seunghan    , Lee Seunghan               , 1996-02-22 , DUSTIN         , South Korea,                     , 
Seunghan    , Hong Seunghan              , 2003-10-02 , RIIZE          , South Korea,                     , 
Seungheon   , Lee Seungheon              , 2007-05-15 , 8TURN          , South Korea,                     , 
Seungho     , Yang Seungho               , 1987-10-16 , MBLAQ          , South Korea,                     , Seoul
Seungho     , Kim Seungho                , 2004-07-19 , CMDM           , South Korea,                     , 
Seunghun    , Kim Seunghun               , 1999-02-26 , CIX            , South Korea,                     , 
Seunghwan   , Lee Seunghwan              , 1994-12-10 , Romeo          , South Korea,                     , 
Seunghwan   , Lee Seunghwan              , 2000-05-20 , 1the9          , South Korea,                     , 
Seunghwan   , Park Seunghwan             , 2002-04-06 , AIMERS         , South Korea,                     , 
Seunghwan   , Jeong Seunghwan            , 2004-01-27 , ATBO           , South Korea,                     , Busan
Seunghyub   , Lee Seunghyub              , 1992-10-31 , N.Flying       , South Korea,                     , Daegu
Seunghyun   , Song Seungyun              , 1992-08-21 , FTISLAND       , South Korea,                     , Seoul
Seunghyun   , Lee Seunghyun              , 2001-12-31 , TheEastLight   , South Korea,                     , 
Seunghyun   , Lee Seunghyun              , 1998-07-17 , AIMERS         , South Korea,                     , 
Seungjun    , Ji Seungjun                , 1998-09-15 , Astin          , South Korea,                     , 
Seungkwan   , Boo Seungkwan              , 1998-01-16 , Seventeen      , South Korea,                     , Jeju
Seungmin    , Bae Seungmin               , 1998-10-13 , Golden Child   , South Korea,                     , 
Seungmin    , Kim Seungmin               , 2000-09-22 , Stray Kids     , South Korea,                     , Seoul
Seungmo     , Kim Seungmo                , 2006-07-03 , AMPERS&ONE     , South Korea,                     , 
Seungri     , Lee Seunghyun              , 1990-12-12 ,                , South Korea,                     , Gwangju
Seungsik    , Kang Seungsik              , 1995-04-16 , VICTON         , South Korea,                     , 
Seungwoo    , Han Seungwoo               , 1994-12-24 , VICTON         , South Korea,                     , 
Seungyeop   , Choi Seungyeop             , 1997-05-08 , E'LAST         , South Korea,                     , 
Seungyoon   , Cho Seungyoon              , 1996-08-05 , UNIQ           , South Korea,                     , 
Seyong      , Kim Seyong                 , 1991-11-20 , MYNAME         , South Korea,                     , Busan
Seyoung     , Lee Seyoung                , 1990-02-08 , CROSS GENE     , South Korea,                     , Busan
Shihyun     , Kim Shihyun                , 1998-05-06 , We In The Zone , South Korea,                     , Changwon
Shin        , Shin Wonho                 , 1991-10-23 , CROSS GENE     , South Korea,                     , Seoul
Shin        , Kim Suhyun                 , 2000-03-18 , Ghost9         , South Korea,                     , 
Shin Hyesung, Jung Pilkyo                , 1979-11-27 , Shinhwa        , South Korea,                     , Seoul
Shindong    , Shin Donghee               , 1985-09-28 , Super Junior   , South Korea,                     , Mungyeong
Shinwon     , Go Shinwon                 , 1995-12-11 , PENTAGON       , South Korea,                     , 
Shinyu      , Shin Junghwan              , 2003-11-07 , TWS            , South Korea,                     , 
Shita       , Chae Gaho                  , 1998-10-01 , JWiiver        , Macau      ,                     , Macau
Shotaro     , Osaki Shotaro              , 2000-11-25 , RIIZE          , Japan      ,                     , 
Shownu      , Son Hyunwoo                , 1992-06-18 , MONSTA X       , South Korea,                     , 
Sian        , Choi Changmin              , 2001-02-01 , T1419          , South Korea,                     , 
Sihyoung    , Kim Sihyoung               , 1992-05-15 , HISTORY        , South Korea,                     , Busan
Sing        , Mak Chun Sing              , 2002-01-11 , XODIAC         , Hong Kong  ,                     , Hong Kong
Sion        , Kim Sion                   , 2004-10-19 , YOUNITE        , South Korea,                     , 
Siu         , Hwang Inseok               , 1995-05-19 , DUSTIN         , South Korea,                     , 
Siwan       , Yim Siwan                  , 1988-12-01 , ZE:A           , South Korea,                     , Busan
Siwon       , Choi Siwon                 , 1986-04-07 , Super Junior   , South Korea,                     , Seoul
Siwoo       , Yoo Siwoo                  , 2001-05-11 , BXB            , South Korea,                     , Iksan
Siwoo       , Park Siwoo                 , 2001-02-05 , BLANK2Y        , South Korea,                     , 
Siyoung     , Park Siyoung               , 2003-05-06 , Mirae          , South Korea,                     , 
Siyun       , Yoon Siyun                 , 2005-01-08 , AMPERS&ONE     , South Korea,                     , 
Sodam       , Park Sodam                 , 2004-11-26 , BLANK2Y        , South Korea,                     , 
Sohee       , Lee Sohee                  , 2003-11-21 , RIIZE          , South Korea,                     , 
Song        , Song Yunhyeong             , 1995-02-08 , iKON           , South Korea,                     , 
Soobin      , Choi Soobin                , 2000-12-05 , TXT            , South Korea,                     , 
Soohyun     , Shin Soohyun               , 1989-03-11 , U-KISS         , South Korea,                     , Pocheon
Soul        , Haku Shota                 , 2005-02-01 , P1Harmony      , Japan      ,                     , 
St. Van     , Lee Geumhyuk               , 1991-12-22 , VAV            , South Korea,                     , 
Steve       , Lim Dohyun                 , 2002-03-09 , YOUNITE        , South Korea, USA                 , Los Angeles
Steven      , Kim Steven                 , 2000-01-17 , Luminous       , South Korea, Australia           , Sydney
Subin       , Jung Subin                 , 1999-04-05 , VICTON         , South Korea,                     , 
Suga        , Min Yoongi                 , 1993-03-09 , BTS            , South Korea,                     , Daegu
Suho        , Kim Junmyeon               , 1991-05-22 , EXO            , South Korea,                     , Seoul
Suhyun      , Choi Hyunggeun             , 1992-10-01 , SNUPER         , South Korea,                     , Bucheon
Suil        , Ma Suil                    , 1999-03-30 , Luminous       , South Korea,                     , Gwangju
Sukjun      , Lee Sukjun                 , 2000-01-31 , ABLUE          , South Korea,                     , 
Sumin       , Choi Sumin                 , 2004-04-07 , xikers         , South Korea,                     , Seoul
Sungchan    , Jung Sungchan              , 2001-09-13 , RIIZE          , South Korea,                     , 
Sungho      , Park Sungho                , 2003-09-04 , BOYNEXTDOOR    , South Korea,                     , 
Sunghoon    , Park Sunghoon              , 2002-12-08 , ENHYPEN        , South Korea,                     , 
Sunghyuk    , Seo Sunghyuk               , 1999-08-26 ,                , South Korea,                     , 
Sunghyun    , Kim Sunghyun               , 1996-03-16 , IN2IT          , South Korea,                     , 
Sungjae     , Yook Sungjae               , 1995-05-02 , BtoB           , South Korea,                     , Yongin
Sungjin     , Park Sungjin               , 1993-01-16 , DAY6           , South Korea,                     , 
Sungjong    , Lee Sungjong               , 1993-09-03 , Infinite       , South Korea,                     , Gwangju
Sungjoo     , Kim Sungjoo                , 1994-02-16 , UNIQ           , South Korea,                     , 
Sungjun     , Park Sungjun               , 1992-12-17 , Boys Republic  , South Korea,                     , Ansan
Sungjun     , Lee Sungjun                , 2002-06-15 , BLANK2Y        , South Korea,                     , 
Sungjun     , Oh Sungjun                 , 2005-08-30 , TNX            , South Korea,                     , Ulsan
Sungkyu     , Kim Sungkyu                , 1989-04-28 , Infinite       , South Korea,                     , Jeonju
Sungmin     , Lee Sungmin                , 1986-01-01 , Super Junior   , South Korea,                     , Gyeonggi
Sungmin     , Oh Sungmin                 , 1990-12-31 , Bigflo         , South Korea,                     , 
Sungmin     , Hong Sungmin               , 2004-09-17 , FANTASY BOYS   , South Korea,                     , 
Sungoh      , Yoo Sungoh                 , 1991-01-08 ,                , South Korea,                     , 
Sungwoon    , Ha Sungwoon                , 1994-03-22 , Wanna One      , South Korea,                     , Goyang
Sungyeol    , Lee Sungyeol               , 1991-08-27 , Infinite       , South Korea,                     , Yongin
Sunoo       , Kim Sunwoo                 , 2003-06-24 , ENHYPEN        , South Korea,                     , 
Sunwoo      , Choi Sunwoo                , 1992-03-12 , Boys Republic  , South Korea,                     , Seoul
Sunwoo      , Kim Sunwoo                 , 2000-04-12 , The Boyz       , South Korea,                     , 
Sunyoul     , Seon Yein                  , 1996-11-06 , UP10TION       , South Korea,                     , Wando
Suwoong     , Lee Suwoong                , 1995-01-20 , Boys Republic  , South Korea,                     , 
Sya         , Lee Junyoung               , 2002-09-09 , BLITZERS       , South Korea,                     , 
T.O.P       , Choi Seunghyun             , 1987-11-04 , BIGBANG        , South Korea,                     , Seoul
Taecyeon    , Ok Taecyeon                , 1988-12-27 , 2:00 PM        , South Korea,                     , Busan
Taedong     , Kim Taedong                , 1997-11-07 , OMEGA X        , South Korea,                     , 
Taeeun      , Moon Taeeun                , 2000-02-09 , IM             , South Korea,                     , 
Taeheon     , Kim Taeheon                , 1989-06-18 , ZE:A           , South Korea,                     , Gwangju
Taehun      , Lee Taehoon                , 2000-03-21 , NINE.i         , South Korea,                     , 
Taehun      , Choi Taehun                , 2002-11-19 , TNX            , South Korea,                     , Incheon
Taehwan     , Lee Taehwan                , 1994-01-15 , VANNER         , South Korea,                     , Dangjin
Taehyun     , Nam Taehyun                , 1994-05-10 ,                , South Korea,                     , Hanam
Taehyun     , Noh Taehyun                , 1993-10-15 , HOTSHOT        , South Korea,                     , Seoul
Taehyun     , Kang Taehyun               , 2002-02-05 , TXT            , South Korea,                     , 
Taeil       , Lee Taeil                  , 1990-09-24 , Block B        , South Korea,                     , Seoul
Taeil       , Moon Taeil                 , 1994-06-14 , NCT            , South Korea,                     , Seoul
Taekhyeon   , Jung Taekhyeon             , 2003-07-28 , 1the9          , South Korea,                     , Gunpo
Taemin      , Lee Taemin                 , 1993-07-18 , SHINee         , South Korea,                     , Seoul
Taerae      , Kim Taerae                 , 2002-09-05 , TEMPEST        , South Korea,                     , 
Taerae      , Kim Taerae                 , 2002-07-14 , ZEROBASEONE    , South Korea,                     , Cheonan
Taesan      , Han Dongmin                , 2004-08-10 , BOYNEXTDOOR    , South Korea,                     , 
Taeseon     , Yang Taeseon               , 2000-09-17 , TRCNG          , South Korea,                     , 
Taesung     , Lee Taesung                , 2003-12-19 ,                , South Korea,                     , 
Taewoong    , Yoo Taewoong               , 1994-05-24 , SNUPER         , South Korea, Japan               , 
Taeyang     , Dong Youngbae              , 1988-05-18 , BIGBANG        , South Korea,                     , Uljeongbu
Taeyang     , Yoo Taeyang                , 1997-02-28 , SF9            , South Korea,                     , 
Taeyong     , Lee Taeyong                , 1995-07-01 , NCT            , South Korea,                     , 
Taeyoung    , Kim Taeyoung               , 2003-01-27 , CRAVITY        , South Korea,                     , 
Taeyoung    , Kim Taeyoung               , 1999-06-18 , 7 O'clock      , South Korea,                     , 
TAG         , Son Youngtaek              , 1998-04-13 , Golden Child   , South Korea,                     , 
TAG         , Yeom Taekyun               , 2002-09-30 , ONE PACT       , South Korea,                     , 
Takuma      , Sato Takuma                , 2003-08-05 , LUN8           , South Korea,                     , 
Takuya      , Terada Takuya              , 1992-03-18 , CROSS GENE     , Japan      ,                     , Moriya
Tan         , Choi Seokwon               , 1996-08-25 , Ciipher        , South Korea,                     , 
Tao         , Hwang Zitao                , 1993-05-02 ,                , China      ,                     , Qingdao
Taro        , Choi Wonjin                , 1994-11-09 , Hot Blood Youth, South Korea,                     , 
Ten         , Chittaphon Leechaiyapornkul, 1996-02-27 , NCT            , Thailand   ,                     , Bangkok
Teo         , Jang Sungsik               , 1997-10-22 , DKB            , South Korea,                     , 
Thanatorn   , Thanathorn Rueangsuwan     , 2005-04-05 , The Wind       , South Korea,                     , 
The8        , Xu Minghao                 , 1997-11-07 , Seventeen      , China      ,                     , Anshan
Theo        , Choi Taeyang               , 2001-07-01 , P1Harmony      , South Korea,                     , 
Thunder     , Park Sanghyun              , 1990-10-07 ,                , South Korea,                     , Busan
Timoteo     , Kim Moongyu                , 1993-01-25 , HOTSHOT        , South Korea,                     , 
TK          , Kim Taegeuk                , 2006-01-09 , DXMON          , South Korea,                     , 
U           , Mizuguchi Yuto             , 1999-03-16 , ONF            , Japan      ,                     , Osaka
U           , Sun Hengyu                 , 2001-06-22 , BLANK2Y        , China      ,                     , 
U-Know Yunho, Jung Yunho                 , 1986-02-06 , TVXQ           , South Korea,                     , Gwangju
U-Kwon      , Kim Yukwon                 , 1992-04-09 , Block B        , South Korea,                     , Suwon
UGeon       , Yoo Seungyong              , 2003-05-26 , WHIB           , South Korea,                     , 
V           , Kim Taehyung               , 1995-12-30 , BTS            , South Korea,                     , Daegu
Vahn        , Kim Jungwoo                , 1999-05-07 , NINE.i         , South Korea,                     , 
Vari        , Jae Hyun                   , 2000-09-03 , NINE.i         , South Korea,                     , 
Vernon      , Choi Hansol                , 1998-02-18 , Seventeen      , USA        , South Korea         , New York
Wain        , Park Sehoon                , 2000-10-25 , XODIAC         , South Korea,                     , Gimpo
Wei         , Lee Jinhyuk                , 1996-07-08 ,                , South Korea,                     , Seoul
Wenhan      , Li Wenhan                  , 1994-07-22 , UNIQ           , China      ,                     , 
Win         , Bang Junhyuk               , 2004-12-19 , MCND           , South Korea,                     , 
WinL        , Yang Seungho               , 1996-06-16 , ABLUE          , South Korea,                     , Paju
Winnie      , Pattipong Kasemsant        , 1998-11-18 , NINE.i         , Thailand   ,                     , 
Winwin      , Dong Sicheng               , 1997-10-28 , NCT            , China      ,                     , Zhejiang
Wish        , Kwak Dawit                 , 2002-06-11 , EPEX           , South Korea,                     , 
Won         , Park Sungwon               , 2003-12-18 , Ciipher        , South Korea,                     , Seoul
Won Bin     , Won Bin                    , 2004-07-01 , ATBO           , South Korea,                     , Gyeonggi
Won Hyuk    , Won Hyuk                   , 2002-02-22 , E'LAST         , South Korea,                     , 
Wonbin      , Park Wonbin                , 2002-03-02 , RIIZE          , South Korea,                     , 
Woncheol    , Jung Woncheol              , 1996-01-12 , MY.st          , South Korea,                     , 
Wondae      , Seol Wondae                , 1998-04-28 , Dongkiz        , South Korea,                     , 
Wonho       , Shin Hoseok                , 1993-03-01 ,                , South Korea,                     , Anyang
Wonjin      , Won Jin                    , 2003-01-01 , GIDONGDAE      , South Korea,                     , 
Wonjin      , Ham Wonjin                 , 2001-03-22 , CRAVITY        , South Korea,                     , 
Wonjun      , Lee Wonjun                 , 2002-03-08 , E'LAST         , South Korea,                     , 
Wonjun      , Jeong Wonjun               , 1998-07-21 , ABLUE          , South Korea,                     , 
Wonjun      , Moon Wonjun                , 2005-10-26 , WHIB           , South Korea,                     , 
Wonpil      , Kim Wonpil                 , 1994-04-28 , DAY6           , South Korea,                     , 
Wontak      , Ju Wontak                  , 1996-02-24 ,                , South Korea,                     , 
Wonwoo      , Jeon Wonwoo                , 1996-07-17 , Seventeen      , South Korea,                     , Changwon
Woobin      , Seo Woobin                 , 2000-10-16 , CRAVITY        , South Korea,                     , 
Woobin      , Jeong Woobin               , 2000-04-01 , Luminous       , South Korea,                     , Busan
Woochul     , Shin Woochul               , 2002-10-02 , Newkidd        , South Korea,                     , 
Woodam      , Park Woodam                , 1995-08-02 , D1CE           , South Korea,                     , 
Woohyun     , Nam Woohyun                , 1991-02-08 , Infinite       , South Korea,                     , Seoul
Woojin      , Park Woojin                , 1999-11-02 , AB6IX          , South Korea,                     , Busan
Woojin      , Lee Woojin                 , 2003-04-03 , TheEastLight   , South Korea,                     , 
Woojin      , Kim Woojin                 , 1997-04-08 ,                , South Korea,                     , Daejeon
Woojin      , Lee Woojin                 , 2003-04-07 , Ghost9         , South Korea,                     , 
Woojin      , Lee Woojin                 , 1996-11-22 , MY.st          , South Korea,                     , 
Woojoo      , Kim Sangyoon               , 1996-09-18 , 14U            , South Korea,                     , 
Wooju       , Cho Wooju                  , 2004-01-21 , BLITZERS       , South Korea,                     , 
Woonggi     , Cha Woonggi                , 2002-04-23 , TOO            , South Korea,                     , 
Woonhak     , Kim Woonhak                , 2006-11-29 , BOYNEXTDOOR    , South Korea,                     , 
Woono       , Song Wonho                 , 2003-04-05 , YOUNITE        , South Korea,                     , 
Wooseok     , Jeong Wooseok              , 1998-01-31 , PENTAGON       , South Korea,                     , 
Wooseok     , Kim Wooseok                , 2004-03-12 , FANTASY BOYS   , South Korea,                     , 
Wooshin     , Kim Wooseok                , 1996-10-27 ,                , South Korea,                     , Daejeon
Woosu       , Kim Minseok                , 1999-11-23 , IZ             , South Korea,                     , 
Woosung     , Choi Sunghyuk              , 1994-09-24 , SNUPER         , South Korea,                     , Seoul
Wooyeop     , Jo Wooyeop                 , 2000-09-27 , TRCNG          , South Korea,                     , 
Wooyoung    , Jang Wooyoung              , 1989-04-30 , 2:00 PM        , South Korea,                     , Busan
Wooyoung    , Jung Wooyoung              , 1999-11-26 , ATEEZ          , South Korea,                     , 
Wooyoung    , Hwang Wooyoung             , 2003-06-29 , AIMERS         , South Korea,                     , 
Woozi       , Lee Jihoon                 , 1996-11-22 , Seventeen      , South Korea,                     , Busan
Wow         , Kim Seyoon                 , 1993-02-28 , A.C.E          , South Korea,                     , Gyeonggi
Wyatt       , Shim Jaeyoung              , 1995-01-23 , ONF            , South Korea,                     , Seoul
XEN         , Lee Jinwoo                 , 1998-02-20 , OMEGA X        , South Korea,                     , 
Xero        , Shin Jiho                  , 1994-02-03 , Topp Dogg      , South Korea,                     , Gwangji
Xia Junsu   , Kim Junsu                  , 1986-12-15 , JYJ            , South Korea,                     , 
Xiao        , Lee Dongyeol               , 1998-12-13 , UP10TION       , South Korea,                     , Busan
Xin         , Wang Xinwi                 , 1996-11-10 , VARSITY        , China      ,                     , 
Xion        , Son Dongju                 , 2000-01-10 , Oneus          , South Korea,                     , 
Xiumin      , Kim Minseok                , 1990-03-26 , EXO            , South Korea,                     , Guri
Xiweol      , Kang Minseok               , 1996-10-21 , VARSITY        , South Korea,                     , 
Y           , Choi Sungyoon              , 1995-07-31 , Golden Child   , South Korea,                     , 
Yan An      , Yan An                     , 1996-10-25 , PENTAGON       , China      ,                     , Shanghai
Yano        , Seo Sangwon                , 1995-09-27 , Topp Dogg      , South Korea,                     , Seoul
Yechan      , Shin Yechan                , 2001-05-14 , OMEGA X        , South Korea,                     , Seoul
Yechan      , Jeong Yechan               , 2005-10-27 , TRENDZ         , South Korea,                     , Seoul
Yechan      , Lee Yechan                 , 2005-10-21 , xikers         , South Korea,                     , Yesan
Yedam       , Bang Yedam                 , 2002-05-07 , Treasure       , South Korea,                     , 
Yedam       , Lee Yedam                  , 2003-01-19 , ONE PACT       , South Korea,                     , Gyeonggi
Yehyeon     , Kim Yehyeon                , 1999-09-12 , GIDONGDAE      , South Korea,                     , 
Yejun       , Oh Yejun                   , 2002-08-23 , E'LAST         , South Korea,                     , 
Yeo One     , Yeon Changgu               , 1996-03-27 , PENTAGON       , South Korea,                     , 
Yeonggwang  , Ahn Youngjun               , 1997-09-22 , VANNER         , South Korea,                     , 
Yeonho      , Ju Yeonho                  , 2000-05-31 , Verivery       , South Korea,                     , 
Yeonjun     , Choi Yeonjun               , 1999-09-13 , TXT            , South Korea,                     , 
Yeonkyu     , Kim Yeonkyu                , 2004-05-03 , ATBO           , South Korea,                     , Seoul
Yeontae     , Jeong Yeontae              , 1992-07-06 , IN2IT          , South Korea,                     , 
